time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-12-12T01:40:06.960Z,24.792,93.304,47.4,4.8,mb,95,50.5,,0.83,us,usp000hqu1,2014-11-07T01:43:06.397Z,"29 km E of Lakhipur, India",earthquake,,,,45,reviewed,us,us
2010-11-23T20:34:10.700Z,23.376,94.218,85.9,4.6,mb,53,61.2,,0.77,us,usp000hq0j,2014-11-07T01:42:57.343Z,"35 km SSW of Mawlaik, Myanmar",earthquake,,6.5,,19,reviewed,us,us
2010-09-11T07:02:09.110Z,25.72,90.205,22.3,4.5,mb,55,49.5,,1.18,us,usp000hkjm,2020-07-08T02:27:37.575Z,"22 km N of Tura, India",earthquake,,,,20,reviewed,us,us
2010-09-10T17:24:16.610Z,23.407,90.648,10,5.1,mwc,73,50.3,,1.07,us,usp000hkhw,2022-07-18T19:56:50.575Z,"27 km S of Son?rgaon, Bangladesh",earthquake,,,,,reviewed,us,gcmt
2010-08-30T09:39:26.180Z,25.148,95.176,111.6,4.7,mb,50,104.3,,0.8,us,usp000hjy8,2022-07-18T19:16:18.406Z,"89 km SE of Phek, India",earthquake,,7,,12,reviewed,us,us
2010-08-08T13:31:18.190Z,24.891,95.024,45.9,4,mb,15,117.2,,0.82,us,usp000hhs1,2014-11-07T01:42:12.208Z,"100 km SSE of Phek, India",earthquake,,10.6,,1,reviewed,us,us
2010-08-06T20:25:25.550Z,22.882,94.097,77.8,4.1,mb,36,72.3,,0.73,us,usp000hhp7,2014-11-07T01:42:11.750Z,"43 km E of Falam, Myanmar",earthquake,,8.1,,12,reviewed,us,us
2010-07-27T14:23:46.600Z,23.272,94.729,111.6,4.1,mb,15,146,,0.58,us,usp000hgww,2014-11-07T01:42:03.068Z,"52 km SE of Mawlaik, Myanmar",earthquake,,8.3,,5,reviewed,us,us
2010-07-21T02:57:22.830Z,27.298,91.219,44.5,4.5,mb,64,103.9,,0.81,us,usp000hg94,2014-11-07T01:41:57.826Z,"3 km NW of Mongar, Bhutan",earthquake,,8.2,,26,reviewed,us,us
2010-07-15T01:30:32.120Z,22.272,93.595,67.2,4.6,mb,56,71,,0.71,us,usp000hfa9,2014-11-07T01:41:53.345Z,"41 km S of Hakha, Myanmar",earthquake,,7.4,,24,reviewed,us,us
2010-06-23T01:57:33.240Z,25.673,95.12,87.6,4,mb,23,143.6,,0.58,us,usp000hedf,2014-11-07T01:41:43.667Z,"62 km E of Phek, India",earthquake,,42.5,,5,reviewed,us,us
2010-06-12T20:22:00.280Z,24.55,94.81,113.9,4.4,mb,48,114.2,,0.8,us,usp000hdwe,2014-11-07T01:41:40.480Z,"75 km E of W?ngjing, India",earthquake,,9.6,,16,reviewed,us,us
2010-04-28T18:54:42.010Z,24.151,94.39,64.5,4.5,mb,34,72.7,,0.86,us,usp000hc1e,2014-11-07T01:41:20.930Z,"56 km N of Mawlaik, Myanmar",earthquake,,,,6,reviewed,us,us
2010-03-12T23:19:55.160Z,23.062,94.623,102.1,5.5,mwb,316,20.2,,0.89,us,usp000h99d,2022-07-16T07:02:58.672Z,"68 km SSE of Mawlaik, Myanmar",earthquake,,,,,reviewed,us,us
2010-02-24T14:43:31.880Z,26.062,93.156,52.8,4,mb,22,94.2,,1.19,us,usp000h7n5,2014-11-07T01:40:44.701Z,"30 km ENE of Hoj?i, India",earthquake,,14.2,,6,reviewed,us,us
2010-02-23T06:55:45.560Z,25.818,93.282,53.9,4.7,mb,78,65.7,,0.83,us,usp000h7kn,2014-11-07T01:40:44.404Z,"Assam-Nagaland-Manipur region, India",earthquake,,4.5,,21,reviewed,us,us
2010-02-20T21:07:25.510Z,23.219,94.639,94.8,4.8,mwc,115,58.5,,0.93,us,usp000h7h1,2016-11-10T02:24:24.391Z,"52 km SSE of Mawlaik, Myanmar",earthquake,,4.2,,,reviewed,us,gcmt
2010-01-19T00:03:08.610Z,20.719,94.809,99.7,4.6,mb,52,64.4,,0.8,us,usp000h6av,2014-11-07T01:40:30.753Z,"19 km S of Chauk, Myanmar",earthquake,,,,9,reviewed,us,us
2009-12-31T09:57:29.720Z,27.319,91.51,10,5.5,mb,205,37.4,,0.89,us,usp000h5j5,2022-07-15T23:31:40.266Z,"4 km WSW of Trashigang, Bhutan",earthquake,,,,118,reviewed,us,us
2009-12-29T09:01:55.310Z,24.357,94.807,124.8,5.6,mwb,206,17.3,,0.77,us,usp000h5f4,2022-07-15T23:24:57.370Z,"79 km ESE of W?ngjing, India",earthquake,,,,,reviewed,us,us
2009-12-19T06:18:14.130Z,23.729,94.428,74.2,4.5,mb,46,95.3,,0.92,us,usp000h564,2014-11-07T01:40:17.449Z,"9 km NNE of Mawlaik, Myanmar",earthquake,,6,,9,reviewed,us,us
2009-12-13T14:41:55.800Z,21.998,91.822,10,4.9,mwc,130,75.4,,1.05,us,usp000h50e,2016-11-10T02:21:35.791Z,"25 km WSW of S?tkania, Bangladesh",earthquake,,,,,reviewed,us,gcmt
2009-12-13T14:24:58.780Z,21.999,91.811,17.3,4.6,mb,46,108.2,,0.85,us,usp000h50d,2014-11-07T01:40:16.402Z,"26 km WSW of S?tkania, Bangladesh",earthquake,,11.6,,7,reviewed,us,us
2009-12-11T16:22:17.980Z,21.096,92.529,34.5,4.1,mb,41,117.8,,0.68,us,usp000h4yt,2014-11-07T01:40:15.873Z,"35 km NE of Tekn?f, Bangladesh",earthquake,,,,4,reviewed,us,us
2009-12-09T21:55:53.620Z,23.481,94.538,35,4.5,mb,38,96.9,,0.75,us,usp000h4wx,2014-11-07T01:40:15.458Z,"22 km SE of Mawlaik, Myanmar",earthquake,,,,7,reviewed,us,us
2009-12-01T11:23:28.430Z,27.272,91.455,10,4.2,mb,19,174.2,,1.12,us,usp000h4mw,2014-11-07T01:40:11.989Z,"11 km SW of Trashigang, Bhutan",earthquake,,,,3,reviewed,us,us
2009-11-30T12:38:49.270Z,27.352,91.435,10,4.4,mb,41,124.4,,0.96,us,usp000h4kw,2014-11-07T01:40:09.841Z,"11 km W of Trashigang, Bhutan",earthquake,,,,8,reviewed,us,us
2009-11-07T23:00:32.240Z,26.922,89.178,41.1,4.1,mb,23,163.4,,1.14,us,usp000h3uk,2014-11-07T01:40:05.147Z,"8 km ENE of Samtse, Bhutan",earthquake,,14,,4,reviewed,us,us
2009-10-29T19:57:01.280Z,26.548,90.018,30.4,4.8,mb,76,96.6,,0.6,us,usp000h3j9,2014-11-07T01:39:59.698Z,"13 km NNE of Goshaingaon, India",earthquake,,11.2,,29,reviewed,us,us
2009-10-29T17:00:38.600Z,27.262,91.417,26,5.1,mwc,154,43,,0.86,us,usp000h3j5,2022-05-02T21:25:39.055Z,"15 km WSW of Trashigang, Bhutan",earthquake,,3.5,,,reviewed,us,gcmt
2009-10-11T18:26:11.170Z,23.265,94.503,88.4,4.8,mb,105,34.6,,0.79,us,usp000h2ru,2014-11-07T01:39:54.952Z,"43 km SSE of Mawlaik, Myanmar",earthquake,,,,33,reviewed,us,us
2009-09-22T08:27:59.310Z,27.289,91.526,27.9,4,mb,21,141,,0.89,us,usp000h1s0,2014-11-07T01:39:44.185Z,"5 km SSW of Trashigang, Bhutan",earthquake,,25.7,,5,reviewed,us,us
2009-09-21T19:38:42.330Z,20.404,94.793,84.2,5.7,mwc,299,31.7,,0.76,us,usp000h1rn,2022-07-15T18:01:37.401Z,"10 km SW of Yenangyaung, Myanmar",earthquake,,,,,reviewed,us,gcmt
2009-09-21T10:22:20.960Z,27.305,91.491,10,4.1,mb,19,142.2,,1.07,us,usp000h1r9,2014-11-07T01:39:44.055Z,"6 km WSW of Trashigang, Bhutan",earthquake,,,,3,reviewed,us,us
2009-09-21T09:16:54.340Z,27.31,91.489,10,4.5,mb,40,77.3,,1.18,us,usp000h1r5,2014-11-07T01:39:44.015Z,"6 km WSW of Trashigang, Bhutan",earthquake,,,,12,reviewed,us,us
2009-09-21T08:53:05.910Z,27.332,91.437,14,6.1,mwb,259,45.4,,0.98,us,usp000h1r4,2022-07-15T17:56:47.037Z,"11 km W of Trashigang, Bhutan",earthquake,,,,,reviewed,us,us
2009-09-03T19:51:06.960Z,24.332,94.669,95,5.9,mwc,358,14.3,,0.83,us,usp000h16n,2022-05-02T22:23:53.979Z,"67 km ESE of W?ngjing, India",earthquake,,,,,reviewed,us,gcmt
2009-08-30T19:27:48.840Z,25.28,95.101,82.2,5.3,mwc,194,22.5,,0.96,us,usp000h12d,2022-07-15T16:55:43.605Z,"74 km SE of Phek, India",earthquake,,,,,reviewed,us,gcmt
2009-08-19T10:45:13.870Z,26.556,92.47,10,5,mb,85,32.4,,1.02,us,usp000h0n0,2022-07-15T16:11:17.314Z,"9 km N of Dhing, India",earthquake,,,,27,reviewed,us,us
2009-08-11T21:43:47.590Z,24.323,94.793,99,5.5,mwb,177,29.6,,0.8,us,usp000h07g,2022-07-15T15:40:11.380Z,"79 km ESE of W?ngjing, India",earthquake,,,,,reviewed,us,us
2009-08-05T02:58:45.490Z,22.513,93.483,72.2,4.7,mb,83,71.1,,0.75,us,usp000gzzt,2014-11-07T01:39:27.811Z,"19 km SW of Hakha, Myanmar",earthquake,,6.1,,29,reviewed,us,us
2009-07-22T21:35:47.190Z,19.883,93.619,35,4.1,mb,22,147,,0.78,us,usp000gzhu,2014-11-07T01:39:20.982Z,"80 km ESE of Sittwe, Myanmar",earthquake,,,,2,reviewed,us,us
2009-07-11T08:52:02.050Z,22.372,93.971,30.1,4.2,mb,22,104.1,,0.91,us,usp000gz4j,2014-11-07T01:39:18.749Z,"47 km SE of Hakha, Myanmar",earthquake,,5.7,,3,reviewed,us,us
2009-07-06T09:55:26.030Z,24.286,94.176,52,4.1,mb,18,180.1,,0.86,us,usp000gyzc,2014-11-07T01:39:17.759Z,"30 km SE of Kakching, India",earthquake,,10.5,,2,reviewed,us,us
2009-06-22T13:26:20.520Z,25.668,93.276,32.8,4.3,mb,32,92.3,,1.15,us,usp000gyfn,2014-11-07T01:39:10.945Z,"13 km SE of Lumding Railway Colony, India",earthquake,,,,8,reviewed,us,us
2009-06-03T19:03:09.450Z,23.167,93.811,46.1,4.5,mb,44,101.5,,0.97,us,usp000gxu8,2014-11-07T01:39:06.211Z,"31 km NNE of Falam, Myanmar",earthquake,,6.1,,5,reviewed,us,us
2009-06-03T18:42:59.810Z,23.356,93.21,45.3,4.3,mb,39,143,,1.28,us,usp000gxu6,2014-11-07T01:39:06.145Z,"8 km ESE of Khawhai, India",earthquake,,8,,10,reviewed,us,us
2009-05-15T15:06:32.850Z,24.577,94.555,74,4.7,mb,83,67.3,,0.96,us,usp000gx51,2014-11-07T01:38:57.335Z,"49 km E of W?ngjing, India",earthquake,,,,38,reviewed,us,us
2009-05-05T09:23:02.150Z,23.504,94.726,113,4.7,mb,38,115.4,,0.82,us,usp000gwv4,2014-11-07T01:38:55.311Z,"36 km ESE of Mawlaik, Myanmar",earthquake,,,,10,reviewed,us,us
2009-04-29T23:31:26.130Z,22.957,94.535,113.5,4.3,mb,33,70.7,,0.57,us,usp000gwpm,2014-11-07T01:38:50.918Z,"77 km S of Mawlaik, Myanmar",earthquake,,,,11,reviewed,us,us
2009-04-25T14:29:28.110Z,26.112,91.446,37.8,4.4,mb,27,100.1,,0.73,us,usp000gwjv,2014-11-07T01:38:49.822Z,"9 km W of Pal?sb?ri, India",earthquake,,9,,2,reviewed,us,us
2009-04-17T21:14:25.470Z,25.324,95.098,104.8,4.6,mb,111,68.2,,0.67,us,usp000gwa2,2014-11-07T01:38:47.873Z,"71 km ESE of Phek, India",earthquake,,6.8,,46,reviewed,us,us
2009-03-26T04:44:11.650Z,22.399,85.903,10,4.1,mb,17,131.8,,1.11,us,usp000gveb,2021-10-20T17:52:20.146Z,"19 km SSE of Ch??b?sa, India",earthquake,,,,3,reviewed,us,us
2009-03-03T01:27:41.800Z,24.823,95.179,115.5,4.7,mb,96,65.8,,0.95,us,usp000gujq,2014-11-07T01:38:31.607Z,"115 km E of Yairipok, India",earthquake,,,,45,reviewed,us,us
2009-02-27T10:42:38.010Z,20.473,89.107,10,4.8,mb,92,63.5,,0.79,us,usp000guef,2014-11-07T01:38:27.582Z,"174 km SSE of Kultali, India",earthquake,,,,27,reviewed,us,us
2009-02-25T23:51:35.040Z,23.291,92.82,35,4.5,mb,31,94.4,,0.71,us,usp000guda,2014-11-07T01:38:27.147Z,"2 km W of Serchh?p, India",earthquake,,,,7,reviewed,us,us
2009-02-24T17:46:16.120Z,25.836,94.67,33,4.8,mb,74,66.4,,1.01,us,usp000guc8,2014-11-07T01:38:26.791Z,"21 km SE of Zunheboto, India",earthquake,,,,40,reviewed,us,us
2009-02-06T07:32:37.710Z,24.162,94.666,53.8,4.2,mb,34,91.6,,0.85,us,usp000gtgk,2014-11-07T01:38:20.649Z,"63 km NNE of Mawlaik, Myanmar",earthquake,,8.6,,11,reviewed,us,us
2009-01-29T22:46:03.510Z,23.339,93.974,75.9,4.5,mb,30,145.3,,0.71,us,usp000gt8h,2014-11-07T01:38:16.222Z,"55 km SW of Mawlaik, Myanmar",earthquake,,6.4,,4,reviewed,us,us
2009-01-16T09:31:49.660Z,19.983,95.166,109.3,4.4,mb,42,170.4,,0.72,us,usp000gsp9,2014-11-07T01:38:12.633Z,"30 km SE of Magway, Myanmar",earthquake,,4.5,,9,reviewed,us,us
2009-01-05T07:04:10.330Z,23.011,88.706,35,4.2,mb,35,147.4,,1.25,us,usp000gs72,2014-11-07T01:38:10.268Z,"10 km NE of Nagarukhra, India",earthquake,,,,5,reviewed,us,us
2008-12-25T00:26:36.210Z,27.235,88.631,49.2,4.8,mb,93,90.1,,0.83,us,usp000grdq,2014-11-07T01:38:02.409Z,"10 km S of Gangtok, India",earthquake,,4.5,,32,reviewed,us,us
2008-12-23T16:02:22.370Z,24.612,94.729,87.2,4.4,mb,16,112.8,,0.74,us,usp000gr9a,2014-11-07T01:38:01.565Z,"67 km E of W?ngjing, India",earthquake,,8.6,,1,reviewed,us,us
2008-12-23T13:20:39.100Z,24.998,91.966,41.7,4,mb,9,206.2,,1.05,us,usp000gr8t,2014-11-07T01:38:01.475Z,"14 km NE of Sylhet, Bangladesh",earthquake,,15.5,,2,reviewed,us,us
2008-12-19T11:52:32.260Z,22.583,94.526,108.1,4.5,mb,30,116.1,,0.77,us,usp000gqyd,2014-11-07T01:38:00.022Z,"81 km NW of Monywa, Myanmar",earthquake,,6.9,,3,reviewed,us,us
2008-12-16T22:31:32.160Z,21.122,94.556,121.2,4.1,mb,28,183.8,,0.57,us,usp000gqrh,2014-11-07T01:37:58.749Z,"36 km NW of Chauk, Myanmar",earthquake,,5.2,,6,reviewed,us,us
2008-12-14T16:54:48.910Z,24.899,94.656,79.6,4,mb,33,140.2,,0.92,us,usp000gqku,2014-11-07T01:37:58.186Z,"66 km ENE of Yairipok, India",earthquake,,,,4,reviewed,us,us
2008-12-05T12:59:53.090Z,23.135,93.645,73.9,4.2,mb,11,145.5,,0.83,us,usp000gpz2,2014-11-07T01:37:54.232Z,"24 km N of Falam, Myanmar",earthquake,,18.9,,1,reviewed,us,us
2008-12-02T05:11:42.030Z,27.373,88.051,24.7,5.2,mb,103,93.6,,0.82,us,usp000gpsw,2014-11-07T01:37:52.109Z,"22 km WNW of Gyalshing, India",earthquake,,5.4,,35,reviewed,us,us
2008-11-29T06:54:53.500Z,22.824,94.049,87.1,4.6,mb,64,77,,0.64,us,usp000gpnb,2014-11-07T01:37:48.917Z,"39 km ESE of Falam, Myanmar",earthquake,,5.5,,28,reviewed,us,us
2008-11-18T23:15:26.230Z,23.981,91.587,35,3.6,mb,6,193.2,,1.19,us,usp000gp0p,2014-11-07T01:37:45.904Z,"Tripura, India region",earthquake,,,,2,reviewed,us,us
2008-11-18T23:00:47.980Z,23.77,91.142,35,3.8,mb,9,167.3,,1.29,us,usp000gp0m,2014-11-07T01:37:45.900Z,"15 km WSW of Agartala, India",earthquake,,,,2,reviewed,us,us
2008-11-10T20:55:04.470Z,23.023,94.572,108,4.7,mb,108,66.2,,0.68,us,usp000gndr,2014-11-07T01:37:43.247Z,"70 km SSE of Mawlaik, Myanmar",earthquake,,,,49,reviewed,us,us
2008-11-08T16:51:37.950Z,23.636,87.36,10,4.2,mb,17,183.1,,1.38,us,usp000gn8d,2014-11-07T01:37:42.250Z,"14 km NNE of Durgapur, India",earthquake,,0,,2,reviewed,us,us
2008-11-07T00:29:07.400Z,25.817,92.847,50.8,3.9,mb,21,141.1,,0.64,us,usp000gn42,2014-11-07T01:37:41.632Z,"20 km S of Hoj?i, India",earthquake,,9.5,,5,reviewed,us,us
2008-10-20T14:32:34.780Z,21.22,93.577,51.9,4.2,mb,31,146.4,,0.69,us,usp000gknv,2014-11-07T01:37:30.767Z,"133 km WNW of Chauk, Myanmar",earthquake,,,,2,reviewed,us,us
2008-10-08T06:46:23.050Z,23.403,93.893,65,4.6,mb,59,69.5,,0.88,us,usp000gjph,2014-11-07T01:37:25.142Z,"58 km NNE of Falam, Myanmar",earthquake,,,,27,reviewed,us,us
2008-10-07T18:09:37.280Z,27.47,87.843,3.3,3.8,mb,30,79.3,,1.11,us,usp000gjnf,2014-11-07T01:37:24.984Z,"45 km WNW of Gyalshing, India",earthquake,,9.9,,7,reviewed,us,us
2008-09-29T04:59:10.610Z,23.748,93.896,45.9,3.9,mb,18,157.8,,0.78,us,usp000ghxq,2014-11-07T01:37:16.278Z,"53 km WNW of Mawlaik, Myanmar",earthquake,,11.3,,1,reviewed,us,us
2008-09-27T03:29:07.800Z,20.947,92.689,35,4.1,mb,13,199.3,,0.72,us,usp000ghtd,2014-11-07T01:37:15.489Z,"41 km ENE of Tekn?f, Bangladesh",earthquake,,,,1,reviewed,us,us
2008-09-20T12:00:51.340Z,23.394,90.691,10,4.2,mb,12,193.7,,0.66,us,usp000ghdr,2014-11-07T01:37:13.764Z,"23 km NW of H?j?ganj, Bangladesh",earthquake,,,,1,reviewed,us,us
2008-09-20T11:51:41.280Z,23.398,90.732,10,4.5,mb,19,147.5,,0.68,us,usp000ghdq,2020-04-16T17:05:13.364Z,"20 km NW of H?j?ganj, Bangladesh",earthquake,,,,4,reviewed,us,us
2008-09-04T20:33:37.950Z,26.017,95.131,80.8,4.4,mb,22,117.1,,0.63,us,usp000gge6,2014-11-07T01:37:07.765Z,"41 km SE of Tuensang, India",earthquake,,,,2,reviewed,us,us
2008-08-27T05:35:18.100Z,27.149,92.012,50.7,4.2,mb,28,154,,1.08,us,usp000gfp1,2014-11-07T01:36:59.932Z,"42 km WSW of Bomdila, India",earthquake,,11.7,,2,reviewed,us,us
2008-08-22T18:06:54.390Z,22.447,92.537,46.7,4.7,mb,61,73.3,,0.75,us,usp000gf94,2014-11-07T01:36:57.867Z,"42 km NE of B?ndarban, Bangladesh",earthquake,,,,27,reviewed,us,us
2008-07-28T23:02:49.700Z,23.582,94.596,86.7,3.9,mb,28,127.1,,0.8,us,usp000gdby,2014-11-07T01:36:43.889Z,"20 km ESE of Mawlaik, Myanmar",earthquake,,7.3,,6,reviewed,us,us
2008-07-27T22:42:05.480Z,23.577,94.642,94.2,5.2,mb,276,53.7,,0.69,us,usp000gd9n,2022-07-13T04:20:25.391Z,"25 km ESE of Mawlaik, Myanmar",earthquake,,2.8,,136,reviewed,us,us
2008-07-27T19:05:23.080Z,21.787,94.272,67.9,4.4,mb,48,69.8,,1.07,us,usp000gd99,2014-11-07T01:36:43.470Z,"96 km WSW of Monywa, Myanmar",earthquake,,5.9,,10,reviewed,us,us
2008-07-27T01:04:55.180Z,22.973,94.006,40.3,4,mb,36,108.7,,0.85,us,usp000gd7f,2014-11-07T01:36:43.322Z,"34 km E of Falam, Myanmar",earthquake,,6.1,,8,reviewed,us,us
2008-07-26T18:51:50.970Z,24.788,90.536,17.5,4.8,mb,185,58.3,,0.74,us,usp000gd6v,2022-07-13T04:22:02.458Z,"13 km ENE of Mymensingh, Bangladesh",earthquake,,7.2,,108,reviewed,us,us
2008-07-25T18:09:39.810Z,22.899,94.416,103.8,4.2,mb,38,112.9,,0.74,us,usp000gd4m,2014-11-07T01:36:42.963Z,"75 km E of Falam, Myanmar",earthquake,,4.9,,15,reviewed,us,us
2008-07-22T02:20:48.620Z,24.56,93.454,52.9,3.8,mb,19,153.6,,0.7,us,usp000gcv1,2014-11-07T01:36:41.349Z,"33 km NW of Chur?ch?ndpur, India",earthquake,,10.3,,2,reviewed,us,us
2008-07-18T13:10:02.090Z,25.049,95.066,103.8,4.4,mb,15,173.5,,1.18,us,usp000gcgq,2014-11-07T01:36:39.926Z,"89 km SE of Phek, India",earthquake,,13.4,,7,reviewed,us,us
2008-07-14T13:28:43.650Z,27.419,92.021,61.1,4.1,mb,17,152.5,,1.39,us,usp000gc53,2014-11-07T01:36:37.814Z,"19 km SSE of Tawang, India",earthquake,,16.1,,5,reviewed,us,us
2008-07-09T05:03:19.230Z,22.665,94.352,100.1,3.9,mb,19,115.8,,0.67,us,usp000gbq3,2014-11-07T01:36:35.963Z,"74 km ESE of Falam, Myanmar",earthquake,,9.9,,2,reviewed,us,us
2008-07-07T02:50:36.670Z,25.972,95.33,72,4.9,mwc,112,65,,0.78,us,usp000gbh9,2016-11-10T01:58:24.424Z,"60 km ESE of Tuensang, India",earthquake,,,,,reviewed,us,gcmt
2008-07-06T03:05:42.010Z,26.979,89.734,25.8,4,mb,28,106.9,,0.62,us,usp000gbep,2014-11-07T01:36:34.813Z,"17 km SW of Daga, Bhutan",earthquake,,,,11,reviewed,us,us
2008-07-05T16:55:54.340Z,24.39,88.481,35,4.2,mb,22,92.4,,0.88,us,usp000gbdm,2014-11-07T01:36:34.651Z,"12 km W of R?jsh?hi, Bangladesh",earthquake,,,,8,reviewed,us,us
2008-06-24T20:49:17.720Z,23.462,94.615,124.2,4.2,mb,27,75.1,,1.04,us,usp000gafv,2014-11-07T01:36:25.631Z,"29 km SE of Mawlaik, Myanmar",earthquake,,,,5,reviewed,us,us
2008-06-18T14:30:49.020Z,23.421,94.522,115.8,4.6,mb,16,158.8,,0.36,us,usp000ga01,2014-11-07T01:36:22.907Z,"27 km SSE of Mawlaik, Myanmar",earthquake,,6.9,,1,reviewed,us,us
2008-05-29T13:05:44.910Z,23.409,94.759,122.1,4.1,mb,18,78.8,,1,us,usp000g81u,2014-11-07T01:36:07.584Z,"44 km SE of Mawlaik, Myanmar",earthquake,,11.6,,4,reviewed,us,us
2008-05-29T10:34:46.710Z,26.308,91.791,45.5,4.5,mb,33,124.7,,0.93,us,usp000g81k,2014-11-07T01:36:07.566Z,"14 km NNE of North Guw?h?ti, India",earthquake,,,,7,reviewed,us,us
2008-05-28T03:38:26.020Z,22.812,94.122,78.9,3.5,mb,14,156.4,,0.68,us,usp000g7yc,2014-11-07T01:36:07.221Z,"46 km ESE of Falam, Myanmar",earthquake,,16.1,,1,reviewed,us,us
2008-05-27T01:46:18.060Z,22.259,94.219,65.5,3.9,mb,18,118,,0.71,us,usp000g7vd,2014-11-07T01:36:06.757Z,"75 km SE of Hakha, Myanmar",earthquake,,14.4,,2,reviewed,us,us
2008-05-21T08:00:02.940Z,24.352,95.077,133.1,4.4,mb,46,98.3,,0.69,us,usp000g7cv,2014-11-07T01:36:04.071Z,"104 km NE of Mawlaik, Myanmar",earthquake,,8.3,,19,reviewed,us,us
2008-05-13T20:44:54.320Z,27.001,92.536,106.1,3.5,mb,14,144.5,,1.33,us,usp000g6mc,2014-11-07T01:35:59.954Z,"22 km NW of Rang?p?ra, India",earthquake,,14.3,,5,reviewed,us,us
2008-05-08T22:20:51.400Z,24.005,91.209,30.6,3.9,mb,34,101.3,,0.67,us,usp000g5w4,2014-11-07T01:35:54.251Z,"20 km NNW of Agartala, India",earthquake,,15.1,,8,reviewed,us,us
2008-05-06T04:36:50.720Z,21.463,94.577,96.9,4,mb,10,186.4,,0.87,us,usp000g5m8,2014-11-07T01:35:51.607Z,"54 km WNW of Pakokku, Myanmar",earthquake,,24.1,,2,reviewed,us,us
2008-05-05T19:41:50.560Z,26.1,92.046,35,3.6,mb,7,176.6,,0.87,us,usp000g5jw,2014-11-07T01:35:51.455Z,"24 km E of Dispur, India",earthquake,,,,1,reviewed,us,us
2008-04-20T00:30:07.140Z,23.942,94.477,98.8,4.3,mb,41,67.8,,0.89,us,usp000g4cg,2014-11-07T01:35:40.865Z,"33 km NNE of Mawlaik, Myanmar",earthquake,,8.1,,11,reviewed,us,us
2008-04-17T01:12:24.330Z,26.07,92.244,43.8,4.6,mb,89,95.1,,0.77,us,usp000g449,2014-11-07T01:35:38.887Z,"22 km SSW of Morigaon, India",earthquake,,,,41,reviewed,us,us
2008-04-08T19:10:26.210Z,22.768,92.428,39.5,4.2,mb,26,76.2,,1,us,usp000g3cy,2014-11-07T01:35:33.966Z,"35 km WSW of Lunglei, India",earthquake,,12,,6,reviewed,us,us
2008-04-06T02:23:15.840Z,22.553,94.376,101.1,3.9,mb,23,110.8,,0.61,us,usp000g36q,2014-11-07T01:35:31.983Z,"79 km E of Hakha, Myanmar",earthquake,,6,,1,reviewed,us,us
2008-04-03T19:05:28.120Z,26.312,92.982,45.6,4.3,mb,27,139.9,,0.95,us,usp000g31z,2014-11-07T01:35:29.787Z,"36 km NNE of Hoj?i, India",earthquake,,,,7,reviewed,us,us
2008-03-28T17:49:22.960Z,23.857,94.517,7.7,4,mb,13,182.8,,0.67,us,usp000g2jv,2014-11-07T01:35:20.271Z,"26 km NNE of Mawlaik, Myanmar",earthquake,,32.4,,4,reviewed,us,us
2008-03-28T06:01:26.870Z,24.031,94.593,123,4.2,mb,26,151.7,,1.04,us,usp000g2hj,2014-11-07T01:35:20.107Z,"47 km NNE of Mawlaik, Myanmar",earthquake,,11.2,,6,reviewed,us,us
2008-03-26T04:38:47.520Z,24.041,93.295,35,4.1,mb,13,161.1,,0.83,us,usp000g2cn,2014-11-07T01:35:19.368Z,"37 km E of Darlawn, India",earthquake,,,,1,reviewed,us,us
2008-03-25T23:26:42.150Z,24.691,95.232,122.4,3.7,mb,10,149.3,,0.98,us,usp000g2cc,2014-11-07T01:35:19.333Z,"118 km E of W?ngjing, India",earthquake,,13.6,,3,reviewed,us,us
2008-03-20T13:15:51.350Z,23.873,90.033,35,3.8,mb,20,95.2,,0.92,us,usp000g1v4,2014-11-07T01:35:16.921Z,"10 km NW of Parvez Ali, Bangladesh",earthquake,,,,1,reviewed,us,us
2008-03-18T15:31:55.160Z,26.472,92.841,56.2,4.1,mb,18,141.1,,0.82,us,usp000g1ra,2014-11-07T01:35:16.523Z,"18 km SSE of Tezpur, India",earthquake,,16.8,,1,reviewed,us,us
2008-03-13T15:42:33.180Z,26.784,91.937,38,4.4,mb,57,95.2,,0.92,us,usp000g1dk,2014-11-07T01:35:15.068Z,"16 km WNW of Udalguri, India",earthquake,,6.4,,21,reviewed,us,us
2008-03-10T00:01:50.610Z,24.52,95.159,93.2,3.9,mb,41,93.8,,0.73,us,usp000g13t,2014-11-07T01:35:13.442Z,"111 km E of W?ngjing, India",earthquake,,7,,11,reviewed,us,us
2008-03-08T16:51:26.750Z,24.8,94.838,35,4.3,mb,55,115.9,,0.67,us,usp000g0zq,2014-11-07T01:35:12.970Z,"81 km E of Yairipok, India",earthquake,,,,16,reviewed,us,us
2008-02-26T22:20:58.090Z,23.193,94.114,70.8,4.5,mb,104,54.8,,1.23,us,usp000g02e,2014-11-07T01:35:04.218Z,"54 km NE of Falam, Myanmar",earthquake,,5.7,,28,reviewed,us,us
2008-02-14T01:35:13.530Z,25.73,94.871,63.4,4.5,mb,59,116.6,,0.86,us,usp000fyv8,2014-11-07T01:34:56.793Z,"37 km E of Phek, India",earthquake,,6.5,,23,reviewed,us,us
